id,label,feature,layer,activation,influence
3_430_6,0.0,,9.285573959350586,0.48213762044906616,cross layer transcoder
3_4285_6,0.0,,10.554137229919434,0.47288087010383606,cross layer transcoder
3_14009_17,0.0,,13.374924659729004,0.42766764760017395,cross layer transcoder
3_13967_35,0.0,,24.581619262695312,0.4316539466381073,cross layer transcoder
3_4625_41,0.0,,19.384531021118164,0.44105032086372375,cross layer transcoder
3_11116_41,0.0,,20.46548080444336,0.43383896350860596,cross layer transcoder
3_3783_42,0.0,,13.277070999145508,0.4146292805671692,cross layer transcoder
4_4037_1,0.0,,13.94054889678955,0.4918156564235687,cross layer transcoder
4_10373_5,0.0,,14.373228073120117,0.46543705463409424,cross layer transcoder
4_4322_9,0.0,,12.939399719238281,0.4838775396347046,cross layer transcoder
4_7870_9,0.0,,13.321549415588379,0.4700494706630707,cross layer transcoder
4_8047_9,0.0,,13.637557983398438,0.4870349168777466,cross layer transcoder
4_10_13,0.0,,20.153886795043945,0.45235827565193176,cross layer transcoder
4_15254_13,0.0,,18.253408432006836,0.47713470458984375,cross layer transcoder
4_6087_17,0.0,,13.22307014465332,0.37568044662475586,cross layer transcoder
4_11611_17,0.0,,7.269602298736572,0.4574519097805023,cross layer transcoder
4_13515_17,0.0,,12.301990509033203,0.4731885492801666,cross layer transcoder
4_6087_18,0.0,,18.96048355102539,0.45309877395629883,cross layer transcoder
4_7569_41,0.0,,29.156726837158203,0.4114614427089691,cross layer transcoder
4_309_42,0.0,,13.331535339355469,0.4815542697906494,cross layer transcoder
4_10658_42,0.0,,12.231698989868164,0.4342728555202484,cross layer transcoder
5_3992_1,0.0,,25.663738250732422,0.4750261604785919,cross layer transcoder
5_14118_5,0.0,,18.568511962890625,0.46874573826789856,cross layer transcoder
5_9554_17,0.0,,12.021553039550781,0.4466472864151001,cross layer transcoder
5_8755_41,0.0,,12.169154167175293,0.4759368598461151,cross layer transcoder
6_1816_41,0.0,,8.223428726196289,0.4734959900379181,cross layer transcoder
8_8118_41,0.0,,10.1964111328125,0.48503297567367554,cross layer transcoder
9_11486_17,0.0,,9.972393989562988,0.45528823137283325,cross layer transcoder
9_4420_41,0.0,,7.524494171142578,0.4827194809913635,cross layer transcoder
10_8998_17,0.0,,8.981332778930664,0.4812617599964142,cross layer transcoder
10_151_41,0.0,,16.72969627380371,0.4948359429836273,cross layer transcoder
11_10348_17,0.0,,10.933961868286133,0.43253010511398315,cross layer transcoder
11_854_41,0.0,,29.777210235595703,0.42397308349609375,cross layer transcoder
14_3771_17,0.0,,8.22185230255127,0.49097874760627747,cross layer transcoder
14_2792_41,0.0,,8.118992805480957,0.48675110936164856,cross layer transcoder
14_10275_42,0.0,,14.570586204528809,0.5001593232154846,cross layer transcoder
15_10615_17,0.0,,26.819433212280273,0.3892715275287628,cross layer transcoder
15_266_41,0.0,,15.172883987426758,0.4434753656387329,cross layer transcoder
15_4421_41,0.0,,43.3538818359375,0.3612106740474701,cross layer transcoder
15_6910_41,0.0,,23.844371795654297,0.4320921003818512,cross layer transcoder
15_4421_42,0.0,,20.333070755004883,0.40817442536354065,cross layer transcoder
16_10405_41,0.0,,23.665882110595703,0.43296748399734497,cross layer transcoder
17_467_17,0.0,,50.49146270751953,0.4454684853553772,cross layer transcoder
17_16042_41,0.0,,24.902687072753906,0.4563722610473633,cross layer transcoder
17_11998_42,0.0,,18.144756317138672,0.3957476317882538,cross layer transcoder
18_7550_41,0.0,,47.15239715576172,0.3340403437614441,cross layer transcoder
18_7550_42,0.0,,76.69082641601562,0.23901723325252533,cross layer transcoder
19_349_41,0.0,,24.50566864013672,0.38138097524642944,cross layer transcoder
19_9067_41,0.0,,28.76215362548828,0.3976166546344757,cross layer transcoder
19_349_42,0.0,,34.883155822753906,0.3400712013244629,cross layer transcoder
19_5699_42,0.0,,9.616083145141602,0.465770959854126,cross layer transcoder
19_5773_42,0.0,,28.721467971801758,0.3654882609844208,cross layer transcoder
19_9067_42,0.0,,33.84239196777344,0.35158833861351013,cross layer transcoder
19_10826_42,0.0,,10.613008499145508,0.4263016879558563,cross layer transcoder
19_11872_42,0.0,,22.789894104003906,0.38650646805763245,cross layer transcoder
20_2348_41,0.0,,16.35870361328125,0.3821389973163605,cross layer transcoder
20_411_42,0.0,,38.156986236572266,0.3748168647289276,cross layer transcoder
20_2348_42,0.0,,28.6552734375,0.33174219727516174,cross layer transcoder
20_4170_42,0.0,,22.05119514465332,0.37035584449768066,cross layer transcoder
20_5469_42,0.0,,20.7700252532959,0.44780799746513367,cross layer transcoder
20_15360_42,0.0,,8.593938827514648,0.41199901700019836,cross layer transcoder
21_9949_41,0.0,,16.54978370666504,0.49209368228912354,cross layer transcoder
21_4520_42,0.0,,14.17798900604248,0.44146233797073364,cross layer transcoder
21_7764_42,0.0,,19.666492462158203,0.35014811158180237,cross layer transcoder
21_9949_42,0.0,,9.190919876098633,0.4135827422142029,cross layer transcoder
21_11106_42,0.0,,12.239629745483398,0.47533100843429565,cross layer transcoder
21_13151_42,0.0,,10.225075721740723,0.40478548407554626,cross layer transcoder
21_15694_42,0.0,,16.595497131347656,0.48618146777153015,cross layer transcoder
22_5607_41,0.0,,25.34233283996582,0.43340468406677246,cross layer transcoder
22_1280_42,0.0,,13.328475952148438,0.3899379074573517,cross layer transcoder
22_5607_42,0.0,,91.98490905761719,0.25705859065055847,cross layer transcoder
23_11462_41,0.0,,11.534679412841797,0.4794999957084656,cross layer transcoder
23_11645_41,0.0,,14.042096138000488,0.47100603580474854,cross layer transcoder
23_484_42,0.0,,12.590703964233398,0.3644329607486725,cross layer transcoder
23_1471_42,0.0,,13.273941040039062,0.43685680627822876,cross layer transcoder
23_5100_42,0.0,,20.965789794921875,0.40705108642578125,cross layer transcoder
23_5188_42,0.0,,17.599716186523438,0.38720545172691345,cross layer transcoder
23_6337_42,0.0,,21.204483032226562,0.4485762417316437,cross layer transcoder
23_8449_42,0.0,,9.668632507324219,0.4777291417121887,cross layer transcoder
23_11462_42,0.0,,7.422515392303467,0.390602171421051,cross layer transcoder
23_11645_42,0.0,,51.08427810668945,0.2823900282382965,cross layer transcoder
24_1156_42,0.0,,11.279993057250977,0.43470653891563416,cross layer transcoder
24_5999_42,0.0,,71.93379211425781,0.393197238445282,cross layer transcoder
24_8682_42,0.0,,40.13490676879883,0.4220726191997528,cross layer transcoder
24_9943_42,0.0,,37.29985809326172,0.3589954376220703,cross layer transcoder
24_12160_42,0.0,,6.315333366394043,0.43121519684791565,cross layer transcoder
24_13277_42,0.0,,80.25459289550781,0.34705907106399536,cross layer transcoder
25_127_42,0.0,,37.081390380859375,0.3269626200199127,cross layer transcoder
25_4717_42,0.0,,87.80706787109375,0.37821730971336365,cross layer transcoder
25_10168_42,0.0,,9.784738540649414,0.42491328716278076,cross layer transcoder
25_10860_42,0.0,,27.766881942749023,0.4258417785167694,cross layer transcoder
25_12192_42,0.0,,17.526355743408203,0.40648847818374634,cross layer transcoder
25_12418_42,0.0,,10.5740966796875,0.36941853165626526,cross layer transcoder
25_12604_42,0.0,,22.317243576049805,0.4059249460697174,cross layer transcoder
25_14522_42,0.0,,11.100753784179688,0.41669145226478577,cross layer transcoder
25_16093_42,0.0,,9.303695678710938,0.4534662365913391,cross layer transcoder
0_0_1,0.0,,,0.3970016837120056,mlp reconstruction error
0_0_2,0.0,,,0.38289108872413635,mlp reconstruction error
0_0_3,0.0,,,0.37904301285743713,mlp reconstruction error
0_0_5,0.0,,,0.356615275144577,mlp reconstruction error
0_0_6,0.0,,,0.48844999074935913,mlp reconstruction error
0_0_8,0.0,,,0.43642982840538025,mlp reconstruction error
0_0_9,0.0,,,0.43854576349258423,mlp reconstruction error
0_0_11,0.0,,,0.495648592710495,mlp reconstruction error
0_0_17,0.0,,,0.4549257159233093,mlp reconstruction error
0_0_19,0.0,,,0.45456257462501526,mlp reconstruction error
0_0_23,0.0,,,0.46132397651672363,mlp reconstruction error
0_0_24,0.0,,,0.464761346578598,mlp reconstruction error
0_1_2,0.0,,,0.4585174024105072,mlp reconstruction error
0_1_5,0.0,,,0.40066108107566833,mlp reconstruction error
0_1_9,0.0,,,0.46509942412376404,mlp reconstruction error
0_1_17,0.0,,,0.4881674349308014,mlp reconstruction error
0_1_23,0.0,,,0.49963390827178955,mlp reconstruction error
0_1_24,0.0,,,0.47068989276885986,mlp reconstruction error
0_2_2,0.0,,,0.44625797867774963,mlp reconstruction error
0_2_3,0.0,,,0.4792051911354065,mlp reconstruction error
0_2_5,0.0,,,0.40984001755714417,mlp reconstruction error
0_2_6,0.0,,,0.48329898715019226,mlp reconstruction error
0_2_9,0.0,,,0.4697239100933075,mlp reconstruction error
0_2_11,0.0,,,0.49456411600112915,mlp reconstruction error
0_2_17,0.0,,,0.44063761830329895,mlp reconstruction error
0_3_5,0.0,,,0.40304070711135864,mlp reconstruction error
0_3_6,0.0,,,0.42111459374427795,mlp reconstruction error
0_3_9,0.0,,,0.47194838523864746,mlp reconstruction error
0_3_24,0.0,,,0.4713220000267029,mlp reconstruction error
0_4_5,0.0,,,0.3806212544441223,mlp reconstruction error
0_4_6,0.0,,,0.4402218759059906,mlp reconstruction error
0_4_9,0.0,,,0.3798535466194153,mlp reconstruction error
0_4_13,0.0,,,0.48445582389831543,mlp reconstruction error
0_4_17,0.0,,,0.45272883772850037,mlp reconstruction error
0_4_23,0.0,,,0.49591824412345886,mlp reconstruction error
0_4_24,0.0,,,0.45010459423065186,mlp reconstruction error
0_5_6,0.0,,,0.41305673122406006,mlp reconstruction error
0_5_17,0.0,,,0.4298945665359497,mlp reconstruction error
0_5_24,0.0,,,0.49804943799972534,mlp reconstruction error
0_5_41,0.0,,,0.4841667711734772,mlp reconstruction error
0_6_5,0.0,,,0.4578074812889099,mlp reconstruction error
0_6_6,0.0,,,0.41719284653663635,mlp reconstruction error
0_6_9,0.0,,,0.47802504897117615,mlp reconstruction error
0_6_13,0.0,,,0.4303361773490906,mlp reconstruction error
0_6_17,0.0,,,0.39384031295776367,mlp reconstruction error
0_6_20,0.0,,,0.4680892527103424,mlp reconstruction error
0_6_24,0.0,,,0.497252494096756,mlp reconstruction error
0_6_41,0.0,,,0.44307446479797363,mlp reconstruction error
0_7_5,0.0,,,0.43728360533714294,mlp reconstruction error
0_7_6,0.0,,,0.4627133011817932,mlp reconstruction error
0_7_24,0.0,,,0.48760196566581726,mlp reconstruction error
0_7_42,0.0,,,0.4906991720199585,mlp reconstruction error
0_8_41,0.0,,,0.4493420422077179,mlp reconstruction error
0_9_13,0.0,,,0.4738031029701233,mlp reconstruction error
0_9_17,0.0,,,0.46340233087539673,mlp reconstruction error
0_9_30,0.0,,,0.4964526891708374,mlp reconstruction error
0_10_17,0.0,,,0.4281177520751953,mlp reconstruction error
0_10_41,0.0,,,0.4290086328983307,mlp reconstruction error
0_11_17,0.0,,,0.4442734122276306,mlp reconstruction error
0_11_41,0.0,,,0.47979432344436646,mlp reconstruction error
0_11_42,0.0,,,0.4235009551048279,mlp reconstruction error
0_12_17,0.0,,,0.4181845486164093,mlp reconstruction error
0_12_41,0.0,,,0.45161327719688416,mlp reconstruction error
0_12_42,0.0,,,0.4000617265701294,mlp reconstruction error
0_13_40,0.0,,,0.49618566036224365,mlp reconstruction error
0_13_41,0.0,,,0.39823153614997864,mlp reconstruction error
0_13_42,0.0,,,0.3712664544582367,mlp reconstruction error
0_14_17,0.0,,,0.45419883728027344,mlp reconstruction error
0_14_41,0.0,,,0.43557170033454895,mlp reconstruction error
0_14_42,0.0,,,0.4018586277961731,mlp reconstruction error
0_15_17,0.0,,,0.4036269187927246,mlp reconstruction error
0_15_41,0.0,,,0.39637666940689087,mlp reconstruction error
0_15_42,0.0,,,0.39447689056396484,mlp reconstruction error
0_16_17,0.0,,,0.4458659887313843,mlp reconstruction error
0_16_41,0.0,,,0.41867902874946594,mlp reconstruction error
0_16_42,0.0,,,0.4076136648654938,mlp reconstruction error
0_17_41,0.0,,,0.3919095993041992,mlp reconstruction error
0_17_42,0.0,,,0.42945197224617004,mlp reconstruction error
0_18_41,0.0,,,0.4253806173801422,mlp reconstruction error
0_18_42,0.0,,,0.36010777950286865,mlp reconstruction error
0_19_39,0.0,,,0.4929242432117462,mlp reconstruction error
0_19_41,0.0,,,0.40245237946510315,mlp reconstruction error
0_19_42,0.0,,,0.3773748278617859,mlp reconstruction error
0_20_41,0.0,,,0.3541928827762604,mlp reconstruction error
0_20_42,0.0,,,0.2946205735206604,mlp reconstruction error
0_21_42,0.0,,,0.36651745438575745,mlp reconstruction error
0_22_41,0.0,,,0.4878847897052765,mlp reconstruction error
0_22_42,0.0,,,0.31411463022232056,mlp reconstruction error
0_23_42,0.0,,,0.36228880286216736,mlp reconstruction error
0_24_42,0.0,,,0.36749088764190674,mlp reconstruction error
0_25_42,0.0,,,0.31944701075553894,mlp reconstruction error
E_2_0,0.0,,,0.029467886313796043,embedding
E_5958_1,0.0,,,0.10559136420488358,embedding
E_24176_2,0.0,,,0.08751832693815231,embedding
E_3407_3,0.0,,,0.05032262206077576,embedding
E_736_4,0.0,,,0.19408811628818512,embedding
E_13060_5,0.0,,,0.06922350823879242,embedding
E_235292_6,0.0,,,0.23222729563713074,embedding
E_714_7,0.0,,,0.1848273128271103,embedding
E_3413_8,0.0,,,0.15526197850704193,embedding
E_1570_9,0.0,,,0.16543692350387573,embedding
E_117335_10,0.0,,,0.27301204204559326,embedding
E_124840_11,0.0,,,0.251348614692688,embedding
E_729_12,0.0,,,0.2778348922729492,embedding
E_7565_13,0.0,,,0.13297465443611145,embedding
E_603_14,0.0,,,0.29070809483528137,embedding
E_575_15,0.0,,,0.2029740810394287,embedding
E_573_16,0.0,,,0.2866659462451935,embedding
E_3170_17,0.0,,,0.14465808868408203,embedding
E_576_18,0.0,,,0.33632051944732666,embedding
E_235286_19,0.0,,,0.2627648115158081,embedding
E_235254_20,0.0,,,0.2985127568244934,embedding
E_235286_21,0.0,,,0.32207465171813965,embedding
E_235254_22,0.0,,,0.32452166080474854,embedding
E_1261_23,0.0,,,0.22531062364578247,embedding
E_12535_24,0.0,,,0.26789286732673645,embedding
E_235254_25,0.0,,,0.3684626817703247,embedding
E_235286_26,0.0,,,0.376529723405838,embedding
E_235254_27,0.0,,,0.3730684518814087,embedding
E_202194_28,0.0,,,0.357805997133255,embedding
E_124840_29,0.0,,,0.3486609160900116,embedding
E_729_30,0.0,,,0.3022109270095825,embedding
E_7565_31,0.0,,,0.2451915442943573,embedding
E_575_32,0.0,,,0.3085905909538269,embedding
E_573_33,0.0,,,0.34364446997642517,embedding
E_3413_34,0.0,,,0.30541494488716125,embedding
E_576_35,0.0,,,0.3168177902698517,embedding
E_235286_36,0.0,,,0.3293725848197937,embedding
E_235254_37,0.0,,,0.33820390701293945,embedding
E_9713_38,0.0,,,0.3113725185394287,embedding
E_11695_39,0.0,,,0.210954487323761,embedding
E_235269_40,0.0,,,0.21816447377204895,embedding
E_6092_41,0.0,,,0.17537377774715424,embedding
E_235269_42,0.0,,,0.12037163227796555,embedding
27_575_42,0.36696508526802063,"Output "" in"" (p=0.367)",,,logit
27_3520_42,0.2574678063392639,"Output "" United"" (p=0.257)",,,logit
27_7253_42,0.1660204529762268,"Output "" USA"" (p=0.166)",,,logit
27_948_42,0.045862697064876556,"Output "" which"" (p=0.046)",,,logit
27_573_42,0.041036706417798996,"Output "" the"" (p=0.041)",,,logit
27_752_42,0.036130938678979874,"Output "" U"" (p=0.036)",,,logit
27_578_42,0.031070806086063385,"Output "" and"" (p=0.031)",,,logit
27_2379_42,0.009343304671347141,"Output "" US"" (p=0.009)",,,logit
